segment_id,road_name,road_class,highway,length_m,start_node,end_node,connected_segment_ids
URB_01416,Unnamed Road,Urban Road,tertiary,193.5,"12.915597,77.565361","12.914077,77.566147","NH_00052,NH_00086"
URB_01417,Unnamed Road,Urban Road,tertiary,385.5,"12.915612,77.550554","12.914396,77.553639",
URB_01418,Unnamed Road,Urban Road,secondary,334.8,"12.914498,77.481516","12.916681,77.479434",SH_00100
URB_01419,Unnamed Road,Urban Road,tertiary,933.9,"12.913279,77.536833","12.917714,77.541966",URB_00323
URB_01420,Unnamed Road,Urban Road,tertiary,371.0,"12.916376,77.635026","12.915949,77.638209","URB_01422,URB_01425,URB_01446"
URB_01421,Unnamed Road,Urban Road,tertiary,578.5,"12.916851,77.622181","12.916155,77.617208",SH_00215
URB_01422,Unnamed Road,Urban Road,tertiary,1126.8,"12.915949,77.638209","12.916694,77.628383","SH_00194,URB_01420,URB_01425,URB_01435,URB_01446"
URB_01423,Unnamed Road,Urban Road,tertiary_link,155.1,"12.916935,77.698915","12.915607,77.698482",
URB_01424,Unnamed Road,Urban Road,tertiary,308.6,"12.916544,77.610048","12.916517,77.607413",SH_00137
URB_01425,Unnamed Road,Urban Road,tertiary,308.5,"12.917090,77.640752","12.915949,77.638209","URB_01420,URB_01422,URB_01446"
URB_01426,Unnamed Road,Urban Road,tertiary,90.1,"12.917084,77.583632","12.916317,77.583642","URB_00307,URB_00412,URB_00470"
URB_01427,Unnamed Road,Urban Road,unclassified,156.5,"12.916622,77.610576","12.916607,77.611996",
URB_01428,Unnamed Road,Urban Road,tertiary,2148.9,"12.910893,77.480185","12.922345,77.490457","URB_00355,URB_01452"
URB_01429,Unnamed Road,Urban Road,tertiary,150.2,"12.916551,77.620183","12.916919,77.621490",NH_00119
URB_01430,Unnamed Road,Urban Road,tertiary,51.8,"12.917045,77.623597","12.916580,77.623586","NH_00175,URB_01408,URB_01434"
URB_01431,Unnamed Road,Urban Road,unclassified,184.2,"12.916960,77.588927","12.916997,77.587334",
URB_01432,Unnamed Road,Urban Road,tertiary,244.0,"12.917407,77.627129","12.916884,77.629256","NH_00127,SH_00196,URB_01162"
URB_01433,Unnamed Road,Urban Road,tertiary,63.4,"12.917065,77.500657","12.917146,77.500117","URB_01413,URB_01440"
URB_01434,Unnamed Road,Urban Road,tertiary,47.3,"12.917376,77.623648","12.917045,77.623597","URB_01430,URB_01435"
URB_01435,Unnamed Road,Urban Road,tertiary,529.8,"12.916694,77.628383","12.917376,77.623648","SH_00194,URB_01422,URB_01434"
URB_01436,Unnamed Road,Urban Road,unclassified,250.3,"12.917153,77.587220","12.917154,77.589435",
URB_01437,Unnamed Road,Urban Road,tertiary,303.5,"12.917721,77.490715","12.917068,77.493424","NH_00004,URB_01413"
URB_01438,Unnamed Road,Urban Road,tertiary,320.6,"12.917193,77.554834","12.917954,77.551982",
URB_01439,Unnamed Road,Urban Road,tertiary,482.5,"12.915698,77.561419","12.919661,77.563128",
URB_01440,Unnamed Road,Urban Road,tertiary,699.8,"12.917065,77.500657","12.920446,77.504293",URB_01433
URB_01441,Unnamed Road,Urban Road,tertiary,577.8,"12.917495,77.500015","12.917495,77.500015",
URB_01442,Unnamed Road,Urban Road,tertiary,397.4,"12.918345,77.618337","12.918205,77.621916","NH_00184,NH_00186,URB_00275"
URB_01443,Unnamed Road,Urban Road,tertiary,304.8,"12.918184,77.670695","12.918275,77.668552",
URB_01444,Unnamed Road,Urban Road,tertiary,973.3,"12.915850,77.545780","12.923047,77.548842",URB_00324
URB_01445,Unnamed Road,Urban Road,tertiary,466.2,"12.919503,77.542244","12.920436,77.538093",URB_00325
URB_01446,Unnamed Road,Urban Road,tertiary,1728.7,"12.924343,77.650092","12.915949,77.638209","SH_00217,URB_01420,URB_01422,URB_01425,URB_01461,URB_01462"
URB_01447,Unnamed Road,Urban Road,tertiary,315.1,"12.921837,77.551157","12.919916,77.551397","URB_00121,URB_00703"
URB_01448,Unnamed Road,Urban Road,tertiary,1040.2,"12.917478,77.640833","12.924187,77.647371","NH_00179,NH_00191,URB_01162,URB_01464"
URB_01449,Unnamed Road,Urban Road,tertiary,161.9,"12.921302,77.618548","12.922197,77.619575",URB_02127
URB_01450,Unnamed Road,Urban Road,tertiary,890.2,"12.923608,77.671771","12.920934,77.665559",URB_00583
URB_01451,Unnamed Road,Urban Road,tertiary,126.9,"12.922504,77.561258","12.921537,77.561677",
URB_01452,Unnamed Road,Urban Road,tertiary,103.8,"12.922345,77.490457","12.922607,77.491373",URB_01428
URB_01453,Unnamed Road,Urban Road,tertiary_link,96.4,"12.922314,77.504844","12.922910,77.505411",URB_00739
URB_01454,Unnamed Road,Urban Road,tertiary,676.4,"12.921274,77.666262","12.923947,77.671844",URB_01163
URB_01455,Unnamed Road,Urban Road,tertiary,3070.3,"12.916490,77.526558","12.929552,77.534718",URB_00792
URB_01456,Unnamed Road,Urban Road,tertiary,1273.7,"12.924253,77.651783","12.921278,77.662906","SH_00217,URB_00206,URB_01462,URB_01465"
URB_01457,Unnamed Road,Urban Road,tertiary,58.0,"12.923250,77.488852","12.923556,77.489265","URB_00427,URB_01192"
URB_01458,Unnamed Road,Urban Road,tertiary,272.2,"12.922785,77.495970","12.923669,77.493930",
URB_01459,Unnamed Road,Urban Road,tertiary,1056.7,"12.923853,77.553761","12.919491,77.552103",URB_00141
URB_01460,Unnamed Road,Urban Road,tertiary,587.1,"12.925095,77.517593","12.923272,77.522594","URB_00035,URB_00546"
URB_01461,Unnamed Road,Urban Road,tertiary,62.0,"12.923996,77.649786","12.924343,77.650092","SH_00217,URB_00199,URB_01446,URB_01462"
URB_01462,Unnamed Road,Urban Road,tertiary,200.2,"12.924253,77.651783","12.924343,77.650092","SH_00217,URB_00206,URB_01446,URB_01456,URB_01461,URB_01465"
URB_01463,Unnamed Road,Urban Road,unclassified,157.7,"12.923918,77.497757","12.924808,77.498745",
URB_01464,Unnamed Road,Urban Road,tertiary,243.9,"12.924187,77.647371","12.924618,77.649552","NH_00191,URB_01448,URB_01465"
URB_01465,Unnamed Road,Urban Road,tertiary,264.4,"12.924618,77.649552","12.924253,77.651783","SH_00217,URB_00206,URB_01456,URB_01462,URB_01464"
URB_01466,Unnamed Road,Urban Road,tertiary_link,32.5,"12.924602,77.694618","12.924630,77.694902",
URB_01467,Unnamed Road,Urban Road,tertiary_link,26.2,"12.924984,77.553624","12.924983,77.553383",
URB_01468,Unnamed Road,Urban Road,tertiary_link,147.7,"12.924696,77.685937","12.926006,77.685782",
URB_01469,Unnamed Road,Urban Road,tertiary,984.6,"12.922153,77.536360","12.929798,77.538999",URB_00325
URB_01470,Unnamed Road,Urban Road,tertiary,2175.5,"12.923482,77.490753","12.923676,77.493667",
URB_01471,Unnamed Road,Urban Road,tertiary,972.7,"12.925842,77.676666","12.926256,77.676691",
URB_01472,Unnamed Road,Urban Road,tertiary,272.1,"12.927705,77.498718","12.925380,77.499335",
URB_01473,Unnamed Road,Urban Road,tertiary,441.7,"12.925788,77.676166","12.927620,77.679761","NH_00192,URB_00585,URB_00586"
URB_01474,Unnamed Road,Urban Road,tertiary,124.9,"12.927414,77.493201","12.927050,77.494292","URB_00345,URB_01480"
URB_01475,Unnamed Road,Urban Road,tertiary,107.4,"12.927300,77.577399","12.927314,77.576470",
URB_01476,Unnamed Road,Urban Road,tertiary,173.5,"12.928470,77.595397","12.926923,77.595358","URB_00208,URB_00256"
URB_01477,Unnamed Road,Urban Road,tertiary,29.3,"12.927850,77.546115","12.928061,77.546277","NH_00086,URB_00527"
URB_01478,Unnamed Road,Urban Road,tertiary,60.3,"12.928164,77.681577","12.927926,77.681077","NH_00193,NH_00194,URB_01479"
URB_01479,Unnamed Road,Urban Road,tertiary,336.5,"12.929477,77.684375","12.928164,77.681577","NH_00194,NH_00196,URB_01478,URB_01481"
URB_01480,Unnamed Road,Urban Road,tertiary,399.0,"12.927414,77.493201","12.930652,77.493667","URB_00345,URB_01474,URB_01497"
URB_01481,Unnamed Road,Urban Road,tertiary,34.1,"12.929609,77.684659","12.929477,77.684375","NH_00196,URB_00626,URB_01092,URB_01479,URB_01484"
URB_01482,Unnamed Road,Urban Road,tertiary,331.4,"12.929773,77.524683","12.929484,77.527711","URB_01235,URB_01236"
URB_01483,Unnamed Road,Urban Road,tertiary,29.8,"12.929783,77.632903","12.929836,77.633140","URB_00407,URB_00428"
URB_01484,Unnamed Road,Urban Road,tertiary,70.2,"12.929931,77.685216","12.929609,77.684659","URB_00626,URB_00674,URB_01092,URB_01481,URB_01487,URB_01499"
URB_01485,Unnamed Road,Urban Road,tertiary,430.2,"12.930570,77.675663","12.930452,77.678591","URB_00584,URB_00855,URB_01208"
URB_01486,Unnamed Road,Urban Road,tertiary,83.2,"12.929921,77.684587","12.930203,77.685113","NH_00197,NH_00198,NH_00199,URB_01092,URB_01147,URB_01163,URB_01487,URB_01493"
URB_01487,Unnamed Road,Urban Road,tertiary,32.1,"12.930203,77.685113","12.929931,77.685216","NH_00198,NH_00199,URB_00674,URB_01147,URB_01484,URB_01486,URB_01493,URB_01499"
URB_01488,Unnamed Road,Urban Road,tertiary,138.2,"12.930299,77.701909","12.930177,77.703128",
URB_01489,Unnamed Road,Urban Road,tertiary,342.0,"12.929294,77.544665","12.931376,77.542371","NH_00031,NH_00089"
URB_01490,Unnamed Road,Urban Road,tertiary,348.7,"12.931451,77.542453","12.929336,77.544799","NH_00032,NH_00088"
URB_01491,Unnamed Road,Urban Road,tertiary,58.2,"12.930807,77.678351","12.930314,77.678408",
URB_01492,Unnamed Road,Urban Road,secondary,342.0,"12.930250,77.612799","12.931129,77.609868",URB_01248
URB_01493,Unnamed Road,Urban Road,tertiary,221.5,"12.930203,77.685113","12.931549,77.686547","NH_00198,NH_00199,URB_00855,URB_01147,URB_01165,URB_01486,URB_01487"
URB_01494,Unnamed Road,Urban Road,tertiary,564.0,"12.930464,77.739081","12.930464,77.739081",
URB_01495,Unnamed Road,Urban Road,unclassified,966.4,"12.935551,77.705786","12.930559,77.703258",
URB_01496,Unnamed Road,Urban Road,tertiary,327.2,"12.932058,77.739071","12.931450,77.741611",URB_01498
URB_01497,Unnamed Road,Urban Road,tertiary,495.0,"12.933519,77.491499","12.930652,77.493667",URB_01480
URB_01498,Unnamed Road,Urban Road,tertiary,147.2,"12.932058,77.739071","12.932211,77.737745","URB_01496,URB_01500,URB_01502"
URB_01499,Unnamed Road,Urban Road,tertiary,784.1,"12.934620,77.690464","12.929931,77.685216","URB_00674,URB_01164,URB_01484,URB_01487"
URB_01500,Unnamed Road,Urban Road,tertiary,345.4,"12.932211,77.737745","12.932500,77.734701","URB_01498,URB_01501,URB_01502"
URB_01501,Unnamed Road,Urban Road,tertiary,180.8,"12.932620,77.733117","12.932500,77.734701",URB_01500
URB_01502,Unnamed Road,Urban Road,tertiary,264.4,"12.932211,77.737745","12.932211,77.737745","URB_01498,URB_01500"
URB_01503,Unnamed Road,Urban Road,tertiary,46.8,"12.933011,77.583912","12.932938,77.583585","URB_00192,URB_00539,URB_00718,URB_01057"
URB_01504,Unnamed Road,Urban Road,tertiary,409.1,"12.934416,77.612397","12.931341,77.614045",
URB_01505,Unnamed Road,Urban Road,secondary,176.4,"12.933030,77.487979","12.933030,77.487979",
URB_01506,Unnamed Road,Urban Road,tertiary,5869.8,"12.934927,77.492230","12.931591,77.506272",
URB_01507,Unnamed Road,Urban Road,tertiary,178.9,"12.933876,77.539016","12.933023,77.540308","NH_00051,NH_00088,URB_00793,URB_01511"
URB_01508,Unnamed Road,Urban Road,secondary,382.4,"12.933331,77.487597","12.934143,77.484216",URB_01509
URB_01509,Unnamed Road,Urban Road,secondary,384.3,"12.934229,77.484233","12.933331,77.487597",URB_01508
URB_01510,Unnamed Road,Urban Road,unclassified,709.8,"12.934654,77.743499","12.934465,77.743423",
URB_01511,Unnamed Road,Urban Road,tertiary,193.0,"12.934759,77.537602","12.933876,77.539016","NH_00051,NH_00090,URB_00793,URB_01507,URB_01515"
URB_01512,Unnamed Road,Urban Road,tertiary,643.4,"12.933426,77.539577","12.936128,77.534669","NH_00046,NH_00089,URB_00792"
URB_01513,Unnamed Road,Urban Road,tertiary,367.9,"12.934529,77.546766","12.936261,77.544366",
URB_01514,Unnamed Road,Urban Road,secondary,271.9,"12.936212,77.512666","12.934996,77.511478",URB_01273
URB_01515,Unnamed Road,Urban Road,tertiary,333.9,"12.936166,77.534992","12.934759,77.537602","NH_00047,NH_00051,NH_00090,URB_01511,URB_01520"
URB_01516,Unnamed Road,Urban Road,tertiary,1601.5,"12.938174,77.687854","12.934980,77.690418",
URB_01517,Unnamed Road,Urban Road,secondary_link,110.6,"12.936247,77.580041","12.936713,77.579152",
URB_01518,Unnamed Road,Urban Road,tertiary,426.5,"12.936967,77.520464","12.937012,77.520330",
URB_01519,Unnamed Road,Urban Road,tertiary,216.8,"12.936880,77.573858","12.936903,77.571901","URB_00910,URB_01205"
URB_01520,Unnamed Road,Urban Road,tertiary,322.7,"12.938550,77.533483","12.936166,77.534992","NH_00047,NH_00090,NH_00212,URB_00341,URB_01515,URB_01525"
URB_01521,Unnamed Road,Urban Road,tertiary,398.5,"12.938270,77.533336","12.938270,77.533336",
URB_01522,Unnamed Road,Urban Road,tertiary,48.5,"12.938119,77.632929","12.938510,77.632729","SH_00078,URB_00717"
URB_01523,Unnamed Road,Urban Road,tertiary,944.9,"12.939539,77.523505","12.939297,77.531761","NH_00206,NH_00208"
URB_01524,Unnamed Road,Urban Road,tertiary,42.0,"12.939036,77.547785","12.938791,77.548080","URB_00526,URB_02155"
URB_01525,Unnamed Road,Urban Road,tertiary,130.5,"12.939521,77.532809","12.938550,77.533483","NH_00047,NH_00091,NH_00210,NH_00212,URB_00341,URB_01520"
URB_01526,Unnamed Road,Urban Road,tertiary,50.5,"12.938737,77.550789","12.939162,77.550867",URB_00413
URB_01527,Unnamed Road,Urban Road,tertiary,77.1,"12.938784,77.533007","12.939405,77.532713","NH_00046,NH_00092,NH_00204"
URB_01528,Unnamed Road,Urban Road,tertiary,37.3,"12.939778,77.573816","12.939832,77.573477","URB_00903,URB_00904,URB_01040"
URB_01529,Unnamed Road,Urban Road,tertiary,33.0,"12.939786,77.577195","12.939727,77.576897",URB_01040
URB_01530,Unnamed Road,Urban Road,secondary,44.7,"12.940187,77.576895","12.940589,77.576870","SH_00149,URB_00847,URB_01531"
URB_01531,Unnamed Road,Urban Road,secondary,164.8,"12.940589,77.576870","12.940606,77.575352","SH_00236,URB_00847,URB_01530"
URB_01532,Unnamed Road,Urban Road,tertiary,196.0,"12.940486,77.620254","12.941280,77.618677","URB_00430,URB_00495"
URB_01533,Unnamed Road,Urban Road,tertiary,278.3,"12.939806,77.602189","12.942172,77.602597",
URB_01534,Unnamed Road,Urban Road,tertiary,268.4,"12.942147,77.602701","12.939827,77.602364",
URB_01535,Unnamed Road,Urban Road,tertiary,313.8,"12.940946,77.618440","12.941774,77.616197","URB_00495,URB_00895"
URB_01536,Unnamed Road,Urban Road,tertiary,181.3,"12.942312,77.525618","12.941136,77.524748",
URB_01537,Unnamed Road,Urban Road,secondary,502.6,"12.943600,77.576869","12.940231,77.577714","URB_00545,URB_00847,URB_00848,URB_01542"
URB_01538,Unnamed Road,Urban Road,tertiary,172.4,"12.941228,77.524614","12.942465,77.525423",
URB_01539,Unnamed Road,Urban Road,secondary,203.9,"12.941661,77.557921","12.943469,77.558244","URB_00021,URB_00067,URB_00314"
URB_01540,Unnamed Road,Urban Road,tertiary,274.5,"12.943984,77.530172","12.941928,77.531383","NH_00082,NH_00215"
URB_01541,Unnamed Road,Urban Road,tertiary,197.0,"12.943704,77.697817","12.942748,77.699265",URB_00230
URB_01542,Unnamed Road,Urban Road,secondary,29.7,"12.943600,77.576869","12.943868,77.576865","URB_00545,URB_00847,URB_00848,URB_01537"
URB_01543,Unnamed Road,Urban Road,tertiary,22.3,"12.943984,77.608862","12.944184,77.608852","URB_00574,URB_00895"
URB_01544,Unnamed Road,Urban Road,tertiary,36.1,"12.944374,77.577284","12.944486,77.577593",
URB_01545,Unnamed Road,Urban Road,tertiary,125.6,"12.944742,77.525545","12.944448,77.524507",URB_01546
URB_01546,Unnamed Road,Urban Road,tertiary,504.9,"12.944448,77.524507","12.944959,77.520025","URB_00053,URB_01545"
URB_01547,Unnamed Road,Urban Road,tertiary_link,50.4,"12.945230,77.527760","12.945557,77.527465",
URB_01548,Unnamed Road,Urban Road,tertiary,189.7,"12.945739,77.528009","12.945695,77.528930",SH_00160
URB_01549,Unnamed Road,Urban Road,secondary,909.6,"12.944150,77.576856","12.944359,77.577076",
URB_01550,Unnamed Road,Urban Road,tertiary,425.3,"12.944537,77.558409","12.948336,77.558929",URB_00067
URB_01551,Unnamed Road,Urban Road,tertiary,297.7,"12.947125,77.524633","12.945988,77.527108","NH_00220,SH_00160"
URB_01552,Unnamed Road,Urban Road,tertiary,911.6,"12.947480,77.524108","12.946611,77.525906",URB_01555
URB_01553,Unnamed Road,Urban Road,tertiary,52.7,"12.946950,77.484456","12.947039,77.483978","URB_01565,URB_01571"
URB_01554,Unnamed Road,Urban Road,secondary,450.8,"12.946647,77.564240","12.947299,77.567741",URB_00291
URB_01555,Unnamed Road,Urban Road,tertiary,68.2,"12.947480,77.524108","12.947912,77.523732",URB_01552
URB_01556,Unnamed Road,Urban Road,tertiary,83.7,"12.947899,77.568085","12.947731,77.567836","URB_01558,URB_01559,URB_01560"
URB_01557,Unnamed Road,Urban Road,tertiary,46.7,"12.947624,77.524314","12.947945,77.524122","NH_00080,NH_00094,URB_01567"
URB_01558,Unnamed Road,Urban Road,secondary,43.9,"12.947899,77.568085","12.947731,77.567836","URB_01556,URB_01559,URB_01560"
URB_01559,Unnamed Road,Urban Road,secondary,46.5,"12.947731,77.567836","12.948072,77.567724","URB_01556,URB_01558,URB_01561"
URB_01560,Unnamed Road,Urban Road,secondary,31.6,"12.948140,77.567973","12.947899,77.568085","URB_01556,URB_01558,URB_01561,URB_01562,URB_02132"
URB_01561,Unnamed Road,Urban Road,secondary,32.0,"12.948072,77.567724","12.948140,77.567973","URB_01559,URB_01560,URB_01562,URB_02132"
URB_01562,Unnamed Road,Urban Road,secondary,55.3,"12.948158,77.568444","12.948140,77.567973","URB_01560,URB_01561,URB_02132"
URB_01563,Unnamed Road,Urban Road,secondary_link,54.1,"12.947895,77.579689","12.948282,77.579396",
URB_01564,Unnamed Road,Urban Road,tertiary,180.5,"12.948669,77.697440","12.947876,77.698879",URB_01267
URB_01565,Unnamed Road,Urban Road,tertiary,1233.8,"12.948519,77.476852","12.947039,77.483978",URB_01553
URB_01566,Unnamed Road,Urban Road,secondary_link,447.1,"12.948309,77.571483","12.948320,77.575579",URB_02131
URB_01567,Unnamed Road,Urban Road,tertiary,154.5,"12.949103,77.523328","12.947945,77.524122",URB_01557
URB_01568,Unnamed Road,Urban Road,secondary_link,43.6,"12.948358,77.579667","12.948608,77.579963",
URB_01569,Unnamed Road,Urban Road,tertiary,384.7,"12.948892,77.562197","12.947304,77.564289",
URB_01570,Unnamed Road,Urban Road,secondary,57.0,"12.948622,77.593039","12.948757,77.593504","SH_00240,URB_01197"
URB_01571,Unnamed Road,Urban Road,tertiary,617.9,"12.950930,77.486561","12.946950,77.484456",URB_01553
URB_01572,Unnamed Road,Urban Road,tertiary,2872.2,"12.950903,77.640849","12.948184,77.644937","URB_01579,URB_01582"
URB_01573,Unnamed Road,Urban Road,tertiary,151.1,"12.948953,77.707934","12.948945,77.709140",URB_00925
URB_01574,Unnamed Road,Urban Road,secondary,261.0,"12.950512,77.603429","12.948304,77.602645",URB_00556
URB_01575,Unnamed Road,Urban Road,unclassified,1350.6,"12.950315,77.617955","12.949745,77.605956",URB_00415
URB_01576,Unnamed Road,Urban Road,tertiary,1002.5,"12.948796,77.522949","12.948796,77.522949",
URB_01577,Unnamed Road,Urban Road,unclassified,551.3,"12.950581,77.640660","12.950411,77.640847",
URB_01578,Unnamed Road,Urban Road,tertiary,1497.6,"12.947760,77.544431","12.949349,77.547424",URB_00152
URB_01579,Unnamed Road,Urban Road,unclassified,55.0,"12.950903,77.640849","12.950459,77.641071","URB_01572,URB_01582"
URB_01580,Unnamed Road,Urban Road,tertiary,428.2,"12.950648,77.567592","12.951095,77.563784",
URB_01581,Unnamed Road,Urban Road,tertiary,765.8,"12.947874,77.543083","12.954404,77.544119",
URB_01582,Unnamed Road,Urban Road,unclassified,140.4,"12.951699,77.639910","12.950903,77.640849","URB_01572,URB_01579"
URB_01583,Unnamed Road,Urban Road,tertiary,92.7,"12.951694,77.553612","12.951888,77.554439",URB_01584
URB_01584,Unnamed Road,Urban Road,tertiary,140.2,"12.951745,77.555719","12.951888,77.554439","URB_00292,URB_00864,URB_01583"
URB_01585,Unnamed Road,Urban Road,tertiary,376.2,"12.951453,77.492346","12.952295,77.489107",URB_01589
URB_01586,Unnamed Road,Urban Road,tertiary,178.6,"12.952822,77.486438","12.951240,77.486118",
URB_01587,Unnamed Road,Urban Road,secondary,183.0,"12.951998,77.499729","12.952019,77.498059",URB_01270
URB_01588,Unnamed Road,Urban Road,tertiary,347.8,"12.951347,77.552236","12.952970,77.554566",URB_00476
URB_01589,Unnamed Road,Urban Road,tertiary,47.6,"12.952295,77.489107","12.952424,77.488689",URB_01585
URB_01590,Unnamed Road,Urban Road,tertiary,475.6,"12.953697,77.595465","12.951060,77.598921","URB_00475,URB_00554"
URB_01591,Unnamed Road,Urban Road,tertiary,1045.3,"12.949864,77.528683","12.954969,77.534886","SH_00025,URB_00002"
URB_01592,Unnamed Road,Urban Road,tertiary,1227.4,"12.954001,77.623794","12.950381,77.625428",
URB_01593,Unnamed Road,Urban Road,tertiary,1253.5,"12.951301,77.744907","12.953048,77.750653",
URB_01594,Unnamed Road,Urban Road,secondary,741.9,"12.956272,77.577329","12.953184,77.573683","SH_00103,URB_00682,URB_01146"
URB_01595,Unnamed Road,Urban Road,tertiary,75.2,"12.954366,77.594626","12.953840,77.594189",
URB_01596,Unnamed Road,Urban Road,tertiary,49.5,"12.954408,77.535818","12.954078,77.535511","URB_01100,URB_01179"
URB_01597,Unnamed Road,Urban Road,tertiary,776.8,"12.958347,77.518876","12.951887,77.521017","NH_00076,NH_00094,URB_00054,URB_00731"
URB_01598,Unnamed Road,Urban Road,secondary,145.2,"12.956581,77.621102","12.955329,77.620865",URB_02133
URB_01599,Unnamed Road,Urban Road,secondary_link,1231.1,"12.958412,77.517811","12.957721,77.519055",
URB_01600,Unnamed Road,Urban Road,tertiary_link,64.0,"12.956873,77.700937","12.956720,77.701301",SH_00365
URB_01601,Unnamed Road,Urban Road,tertiary_link,75.1,"12.957187,77.701537","12.957184,77.701019",
URB_01602,Unnamed Road,Urban Road,tertiary_link,98.5,"12.957306,77.528216","12.956945,77.528620","URB_00068,URB_00735,URB_01610"
URB_01603,Unnamed Road,Urban Road,tertiary,5527.5,"12.954575,77.478353","12.966117,77.487741","URB_00005,URB_00373,URB_00992"
URB_01604,Unnamed Road,Urban Road,tertiary,670.4,"12.958826,77.516763","12.956784,77.512391","NH_00074,NH_00075,URB_01609"
URB_01605,Unnamed Road,Urban Road,secondary,252.1,"12.957487,77.527781","12.958469,77.525819",
URB_01606,Unnamed Road,Urban Road,secondary,391.8,"12.959263,77.516616","12.958500,77.518568","NH_00073,NH_00076,URB_01612"
URB_01607,Unnamed Road,Urban Road,tertiary,1110.4,"12.958298,77.509254","12.957283,77.511631",
URB_01608,Unnamed Road,Urban Road,secondary,75.0,"12.958943,77.577651","12.959071,77.577053","SH_00094,SH_00144,URB_00972"
URB_01609,Unnamed Road,Urban Road,tertiary,160.8,"12.958826,77.516763","12.959582,77.515537","NH_00074,NH_00075,URB_01604,URB_01611"
URB_01610,Unnamed Road,Urban Road,secondary,829.3,"12.960051,77.533062","12.956945,77.528620","URB_00068,URB_00735,URB_01602"
URB_01611,Unnamed Road,Urban Road,tertiary,82.0,"12.959582,77.515537","12.959870,77.514841",URB_01609
URB_01612,Unnamed Road,Urban Road,tertiary,201.7,"12.960121,77.515043","12.959263,77.516616","NH_00073,NH_00076,URB_01606,URB_01622"
URB_01613,Unnamed Road,Urban Road,secondary_link,39.4,"12.959839,77.519535","12.959653,77.519677",
URB_01614,Unnamed Road,Urban Road,tertiary,309.6,"12.958899,77.524962","12.961270,77.526344",URB_00329
URB_01615,Unnamed Road,Urban Road,secondary,49.3,"12.960494,77.568347","12.960056,77.568416",
URB_01616,Unnamed Road,Urban Road,tertiary,102.4,"12.960571,77.600983","12.960585,77.601561",
URB_01617,Unnamed Road,Urban Road,unclassified,871.7,"12.958313,77.696006","12.961521,77.700976",URB_00231
URB_01618,Unnamed Road,Urban Road,tertiary,1603.3,"12.961994,77.498007","12.960492,77.504303",
URB_01619,Unnamed Road,Urban Road,tertiary,341.2,"12.960612,77.668108","12.961759,77.670313",URB_02144
URB_01620,Unnamed Road,Urban Road,secondary_link,205.2,"12.961112,77.559164","12.960579,77.557402","NH_00002,SH_00006,SH_00260"
URB_01621,Unnamed Road,Urban Road,secondary,235.0,"12.960652,77.557329","12.961411,77.559291",NH_00003
URB_01622,Unnamed Road,Urban Road,secondary,1298.2,"12.961095,77.512495","12.960121,77.515043",URB_01612
URB_01623,Unnamed Road,Urban Road,secondary,471.6,"12.961498,77.584104","12.961018,77.588289",URB_01028
URB_01624,Unnamed Road,Urban Road,tertiary,158.1,"12.961201,77.546526","12.961743,77.545513",URB_01045
URB_01625,Unnamed Road,Urban Road,tertiary,191.7,"12.962325,77.637632","12.960977,77.638673","URB_00408,URB_01084"
URB_01626,Unnamed Road,Urban Road,tertiary,220.3,"12.962281,77.575865","12.961460,77.577714",
URB_01627,Unnamed Road,Urban Road,tertiary,498.9,"12.960875,77.548960","12.964682,77.549057",
URB_01628,Unnamed Road,Urban Road,secondary,102.9,"12.962981,77.589584","12.962198,77.589453",
URB_01629,Unnamed Road,Urban Road,tertiary,116.5,"12.963385,77.581938","12.962403,77.581863","NH_00002,URB_01026"
URB_01630,Unnamed Road,Urban Road,tertiary,43.1,"12.963595,77.512229","12.963641,77.512623","URB_01631,URB_01643,URB_01652,URB_01654"
URB_01631,Unnamed Road,Urban Road,tertiary,371.8,"12.963641,77.512623","12.963460,77.515997","URB_01630,URB_01643"
URB_01632,Unnamed Road,Urban Road,tertiary,817.7,"12.967568,77.541386","12.960459,77.540890",
URB_01633,Unnamed Road,Urban Road,tertiary,132.2,"12.964106,77.556444","12.964421,77.555324",
URB_01634,Unnamed Road,Urban Road,secondary,454.9,"12.964543,77.573708","12.964053,77.569590","URB_01635,URB_01636,URB_01637"
URB_01635,Unnamed Road,Urban Road,secondary,416.6,"12.964287,77.569916","12.964543,77.573708","URB_01229,URB_01634,URB_01636,URB_01637"
URB_01636,Unnamed Road,Urban Road,secondary,373.2,"12.964213,77.576894","12.964543,77.573708","SH_00049,SH_00105,SH_00143,SH_00184,SH_00197,SH_00258,URB_00541,URB_01634,URB_01635,URB_01637"
URB_01637,Unnamed Road,Urban Road,secondary,365.4,"12.964543,77.573708","12.964213,77.576894","SH_00049,SH_00105,SH_00143,SH_00184,SH_00197,SH_00258,URB_00541,URB_01634,URB_01635,URB_01636"
URB_01638,Unnamed Road,Urban Road,tertiary,44.9,"12.964808,77.718173","12.964866,77.717787",URB_00370
URB_01639,Unnamed Road,Urban Road,unclassified,65.6,"12.964604,77.606796","12.965129,77.606855",
URB_01640,Unnamed Road,Urban Road,tertiary,456.3,"12.963152,77.481840","12.967140,77.482787","URB_00952,URB_01660"
URB_01641,Unnamed Road,Urban Road,tertiary,944.4,"12.961999,77.664906","12.968770,77.660322",
URB_01642,Unnamed Road,Urban Road,secondary,20.8,"12.965619,77.586670","12.965494,77.586812","SH_00141,URB_00684"
